,지역구,읍면동,등록인구,65세이상 고령자,수급권자수,미성년수,직장인수,5분이내도보접근의료시설수평균,등록인구비율,병원 및 요양병원수,병원 및 요양병원 의사수,의원수,의원 의사수,치과수,치과 의사수,약국수,약사 수,일일환자수,월 요양급여비용,환자건수,총진료비,건강보험료 건수 합계,건강보험료 금액 합계
0,기흥구,구갈동,32852.555555555555,2745.0,785.4615384615385,6454.0,25049.653336095213,10.168108776266996,0.05663050252884173,21.519590960959857,179.2921710063129,14.327517139796957,32.56253895408399,14.497408647383482,18.178391311758197,14.497408647383482,14.497408647383482,3.528080307546839,766857.0231405903,620880.0104669696,42402180.906297855,620880.0104669696,31564397.97513139
1,기흥구,구성동,40265.88888888889,5490.555555555556,1054.0,6891.0,30702.22516573225,8.662737987307343,0.0694094411831129,26.375587649582904,219.75029078573544,17.560588619327564,39.91042868028992,17.768816942876903,22.28043061977924,17.768816942876903,17.768816942876903,4.324208185707934,939901.9091597404,760984.4985276185,51970432.01501659,760984.4985276185,38687052.50530752
2,기흥구,기흥동,21909.33333333333,2544.333333333333,527.1538461538462,3220.0,16705.586385718674,3.601465201465201,0.03776682013794674,14.35139165241976,119.56975255673936,9.555005494900524,21.71592157931937,9.668305955314365,12.123149264280904,9.668305955314365,9.668305955314365,2.3528728945940816,511416.10918465373,414064.19924686704,28277968.024903983,414064.19924686704,21050262.453211173
3,기흥구,동백1동,33192.0,3112.0,1071.6153846153843,7369.0,25308.475382551165,5.741358760429082,0.05721562929126377,21.741939130680237,181.14468233614107,14.475554210689731,32.89898684247667,14.647201098563524,18.36621700249567,14.647201098563524,14.647201098563524,3.5645337048457324,774780.4662879,627295.1665075164,42840295.5216626,627295.1665075164,31890532.711187866
4,기흥구,동백2동,27329.0,2654.0,375.46153846153845,5986.0,20838.01288653112,5.653970826580227,0.04710912065862098,17.901465850275972,149.14747600519402,11.918607526631108,27.087744378707065,12.059934888606971,15.122027731417337,12.059934888606971,12.059934888606971,2.934898217032087,637924.0589052187,516490.40749228484,35273030.73968177,516490.40749228484,26257422.52542942
5,기흥구,동백3동,23614.0,3523.0,188.6153846153846,6128.0,18005.372911652303,9.873376623376624,0.04070528651735065,15.468008876593249,128.87293711393215,10.298437488889714,23.405539747476624,10.420553348441766,13.066396972069558,10.420553348441766,10.420553348441766,2.5359393500309455,551207.0960147768,446280.67190613685,30478149.507367462,446280.67190613685,22688088.679259773
6,기흥구,동백동,77224.875,5931.875,2.8461538461538463,0.0,58882.97926783836,0.0,0.13311851711449094,50.58503650350656,421.4532251844783,33.678984829966204,76.54314734083229,34.07834038130968,42.73104399375159,34.07834038130968,34.07834038130968,8.293283616232785,1802612.8181948902,1459471.8854436956,99672706.27330244,1459471.8854436956,74196866.78431231
7,기흥구,마북동,32180.33333333333,4876.777777777777,372.46153846153845,4791.0,24537.092491231542,9.31633714880333,0.05547174085530544,21.07926152501607,175.62353154789704,14.034350436392277,31.89625099180063,14.200765658958192,17.806428814553048,14.200765658958192,14.200765658958192,3.455889455285529,751165.7527506643,608175.6916305348,41534556.21793232,608175.6916305348,30918533.767883703
8,기흥구,보라동,33866.0,4639.0,665.0,6065.0,25822.391760227696,5.639622641509434,0.05837745545848213,22.18343307422321,184.82302398155443,14.769496230995978,33.56703688862722,14.944628597371423,18.73916320217276,14.944628597371423,14.944628597371423,3.6369154750634363,790513.2342524108,640033.0835425269,43710214.75465853,640033.0835425269,32538104.98906629
9,기흥구,보정동,36267.55555555556,4920.111111111111,246.7692307692308,6666.0,27653.54714880346,12.802631578947368,0.06251720336126117,23.756537277279243,197.9294658417529,15.816852450399075,35.94739193272517,16.00440406048286,20.06802227896484,16.00440406048286,16.00440406048286,3.8948217694065703,846571.2703198256,685420.0500434692,46809857.732234165,685420.0500434692,34845494.90236406
10,기흥구,상갈동,43248.66666666666,4807.555555555556,411.9230769230769,1687.0,32976.55506331328,9.40625,0.07455108698907675,28.32941305584917,236.02874140741704,18.86142500823642,42.866875018719135,19.08507826920365,23.93089892349364,19.08507826920365,19.08507826920365,4.644532719419481,1009527.0585180148,817355.9760754018,55820247.67768975,817355.9760754018,41552874.76044207
11,기흥구,상하동,24928.0,2656.6666666666665,598.4615384615385,3683.0,19007.28110195937,7.0,0.042970330410117594,16.328725555844684,136.0440660784323,10.871493593759752,24.707939985817617,11.000404584990104,13.793476061647748,11.000404584990104,11.000404584990104,2.677051584550326,581878.9908298617,471113.9404283975,32174104.807303127,471113.9404283975,23950566.384203758
12,기흥구,서농동,22911.0,1283.5555555555557,581.0769230769231,4944.0,17469.34440496595,10.409465020576132,0.03949347079694337,15.00751890283848,125.0363285431227,9.991848111626672,22.70874570824244,10.110328524017502,12.67740412581882,10.110328524017502,10.110328524017502,2.4604432306495716,534797.3988648492,432994.6842568604,29570800.515088335,432994.6842568604,22012653.49921744
13,기흥구,신갈동,37351.0,4086.0,1110.2307692307693,5706.0,28479.65967744241,9.434757167934464,0.06438482072963343,24.466231877260704,203.84234243001944,16.28935964459726,37.02127191953922,16.48251410678616,20.667527454212333,16.48251410678616,16.48251410678616,4.0111743314561625,871861.4484309277,705896.0521879443,48208239.27541636,705896.0521879443,35886457.197384246
14,기흥구,영덕1동,30943.0,2708.0,797.3076923076923,5737.0,23593.64165347917,10.76271186440678,0.05333885325257817,20.268764235979702,168.8708093976625,13.494729872902278,30.66984062023245,13.654746432660012,17.121771894077593,13.654746432660012,13.654746432660012,3.32301055763562,722283.4408395543,584791.345421851,39937553.155182146,584791.345421851,29729716.60889028
15,기흥구,영덕2동,17715.0,2130.0,93.23076923076924,3238.0,13507.460876171785,8.684947491248542,0.030536721887645748,11.603954317305384,96.67926149628644,7.725790637574375,17.558615085396305,7.817400803237311,9.802287725934285,7.817400803237311,7.817400803237311,1.90243777360033,413510.36274675064,334795.54936974734,22864420.196621265,334795.54936974734,17020390.063228883
16,기흥구,영덕동,44323.0,3418.625,0.0,0.0,33795.720486286315,0.0,0.07640299882732839,29.033139554384785,241.8918942873217,19.32995870331408,43.93172432571382,19.559167699796067,24.525362623572413,19.559167699796067,19.559167699796067,4.759906826942558,1034604.5615593693,837659.7874521767,57206869.679641224,837659.7874521767,42585083.19347975
17,수지구,동천동,38852.444444444445,3864.0,188.69230769230768,10341.0,29624.49185870568,2.96225513616818,0.11003154574132493,34.54990536277603,103.09955835962144,33.77968454258675,58.09665615141956,25.747381703470037,36.53047318611988,25.747381703470037,25.747381703470037,4.269223974763407,131903.72643533125,1077125.6489589906,69229978.59432177,1077125.6489589906,51386045.30776025
18,수지구,상현1동,47327.66666666666,5026.111111111111,90.0,4219.0,36086.740381625714,12.404255319148936,0.13403368550233247,42.08657724773239,125.58956331568552,41.14834144921607,70.76978594523155,31.3638824075458,44.49918358677438,31.3638824075458,31.3638824075458,5.200506997490499,160677.0355401716,1312088.4516015952,84331717.01558247,1312088.4516015952,62595331.08969311
19,수지구,상현2동,33159.22222222222,4229.888888888889,143.30769230769232,6616.0,25283.482746314006,12.423220973782772,0.09390813187850562,29.48715340985077,87.99191957015977,28.829796486701227,49.58349363185097,21.974502859570315,31.177499783663865,21.974502859570315,21.974502859570315,3.6436355168860177,112575.28424144685,919289.6165428698,59085400.609254465,919289.6165428698,43856218.56863236
20,수지구,성복동,40027.333333333336,6395.0,165.69230769230768,11280.0,30520.32960640625,9.44946025515211,0.11335887410810515,35.59468646994502,106.21726503929452,34.80117435118828,59.85348552907952,26.525976541296604,37.63514620389091,26.525976541296604,26.525976541296604,4.398324315394479,135892.4644621884,1109697.6782095237,71323477.05475429,1109697.6782095237,52939947.373365335
21,수지구,신봉동,36281.55555555556,4562.777777777777,196.23076923076923,8436.0,27664.221969704755,5.788602941176471,0.10275069424231223,32.26371799208604,96.27740050504656,31.54446313238985,54.25236655994086,24.04366245270106,34.11323048844766,24.04366245270106,24.04366245270106,3.9867269366017144,123175.5799944933,1005851.6171073895,64648990.56921421,1005851.6171073895,47985800.746196985
22,수지구,죽전1동,59667.88888888889,6033.666666666667,239.15384615384616,5070.0,45496.00196050984,12.196273291925468,0.168981646829299,53.06023710439989,158.33580307905316,51.87736557659479,89.22230952586987,39.54170535805597,56.10190674732727,39.54170535805597,39.54170535805597,6.556487896976801,202571.9875676739,1654202.5723338344,106320380.34190707,1654202.5723338344,78916446.20320083
23,수지구,죽전2동,19515.444444444445,1962.7777777777776,105.6923076923077,2556.0,14880.276732398384,17.309248554913296,0.05526845347199824,17.354294390207446,51.78654090326235,16.96741521590346,29.181743433215072,12.932818112447588,18.349126552703417,12.932818112447588,12.932818112447588,2.1444159947135315,66254.77192161552,541036.3765400379,34773971.637214534,541036.3765400379,25811027.510952275
24,수지구,풍덕천1동,36823.22222222222,3803.444444444444,472.1538461538461,5338.0,28077.235873623824,17.880817253121453,0.10428471408230212,32.745400221842864,97.71477709511709,32.01540722326675,55.06232903545552,24.402623095258697,34.622525075324305,24.402623095258697,24.402623095258697,4.046246906393322,125014.53383229622,1020868.5116218915,65614169.78186867,1020868.5116218915,48702206.32306709
25,수지구,풍덕천2동,41448.0,3436.222222222222,223.15384615384616,9304.0,31603.56976548508,18.423841059602648,0.11738225414382027,36.858027801159565,109.9871721327596,36.03635202215282,61.9778301879371,27.467447469653944,38.97090837574833,27.467447469653944,27.467447469653944,4.554431460780226,140715.616004783,1149083.5270838677,73854919.39588253,1149083.5270838677,54818913.87713178
26,처인구,남사면,12968.111111111111,2183.333333333333,0.0,0.0,9888.018824227036,0.0,0.053956683203218364,7.607892331653789,69.49620796574526,6.744585400402295,10.953206690253328,6.960412133215169,9.28054951095356,6.960412133215169,6.960412133215169,2.1528716598084126,126408.3684914199,365761.72596802627,26557371.235517573,365761.72596802627,19807097.12804848
27,처인구,동부동,14587.444444444443,1734.0,466.61538461538464,1415.0,11122.739775143256,1.5189469485440763,0.060694276281998825,8.557892955761835,78.17422785121448,7.586784535249853,12.320938085245762,7.829561640377848,10.4394155205038,7.829561640377848,7.829561640377848,2.421701623651753,142193.0331165598,411434.5421432425,29873601.033281602,411434.5421432425,22280417.43978906
28,처인구,모현읍,26602.0,3412.333333333333,752.6153846153846,3638.0,20283.684686871115,0.9385949069893444,0.11068348152432149,15.60637089492933,142.56032420332608,13.835435190540188,22.468746749437265,14.278169116637471,19.037558822183296,14.278169116637471,14.278169116637471,4.416270912820427,259306.49342814228,750301.516607515,54478187.5752071,750301.516607515,40631082.91452632
29,처인구,백암면,9520.444444444443,2184.333333333333,286.2307692307692,555.0,7259.217096082437,0.9761202039173598,0.03961190650214254,5.585278816802098,51.02013557475959,4.951488312767817,8.041217019934935,5.109935938776387,6.813247918368517,5.109935938776387,5.109935938776387,1.5805150694354873,92801.78425555698,268521.31063244335,19496900.918870114,268521.31063244335,14541236.28318787
30,처인구,양지면,18048.666666666668,2357.4444444444443,476.2307692307692,2780.0,13761.877440985934,0.9156281576288312,0.0750954538583053,10.588458994021046,96.72294456949722,9.38693173228816,15.244377133235975,9.687313547721384,12.91641806362851,9.687313547721384,9.687313547721384,2.9963086089463813,175931.7519128912,509057.2879010415,36961831.74757743,509057.2879010415,27566982.62649353
31,처인구,역삼동,34115.555555555555,2910.222222222222,2.3076923076923075,0.0,26012.67467883329,4.197683397683398,0.1419452846787947,20.01428513971005,182.8255266662876,17.743160584849335,28.814892789795323,18.310941723564515,24.41458896475269,18.310941723564515,18.310941723564515,5.663616858683908,332545.8643133632,962219.1216164675,69865184.37666169,962219.1216164675,52107058.35850338
32,처인구,원삼면,8421.555555555555,1860.2222222222224,127.15384615384616,898.0,6421.328376131742,0.8210640608034745,0.03503973719041351,4.9406029438483055,45.131181501252605,4.379967148801689,7.113066649653943,4.520126097563344,6.026834796751124,4.520126097563344,4.520126097563344,1.398085513897499,82090.22029627101,237527.47558558668,17246488.355408728,237527.47558558668,12862826.932075316
33,처인구,유림동,34143.666666666664,3070.111111111112,918.4615384615385,6636.0,26034.10904143668,3.03078106964217,0.14206224714955987,20.030776848087942,182.9761743286331,17.757780893694985,28.83863617136065,18.326029882293223,24.434706509724297,18.326029882293223,18.326029882293223,5.668283661267439,332819.8810658101,963011.9871641779,69922753.07014558,963011.9871641779,52149994.41167138
34,처인구,이동읍,21631.777777777777,3018.333333333333,557.0,2734.0,16493.953825310502,0.8748637453673425,0.09000377700943142,12.69053255832983,115.92486478814769,11.250472126178927,18.270766732914577,11.610487234216654,15.480649645622204,11.610487234216654,11.610487234216654,3.5911507026763134,210858.59868327068,610117.8736028648,44299678.49646547,610117.8736028648,33039717.182072654
35,처인구,중앙동,25960.777777777777,2821.4444444444443,718.3846153846154,3054.0,19794.76094543173,3.934718100890208,0.10801553520501024,15.230190463906444,139.12400934405318,13.50194190062628,21.92715364661708,13.934004041446322,18.57867205526176,13.934004041446322,13.934004041446322,4.309819854679908,253056.09548991788,732216.034094329,53165029.74874242,732216.034094329,39651699.66222394
36,처인구,포곡읍,34343.0,3633.1111111111113,923.6923076923076,4950.0,26186.09815807889,1.8848907309721168,0.14289161739680373,20.14771805294933,184.0444032070832,17.861452174600466,29.00699833155116,18.43301864418768,24.57735819225024,18.43301864418768,18.43301864418768,5.701375534132469,334762.90894679684,968634.1246843053,70330967.4421223,968634.1246843053,52454450.061408065
